INPUT,REFERENCE,MACHINE_TRANSLATION,BLEU_SCORE,BREV_PEN
At ng isang binata dahil sa akoy hinampas,ken ti maysa a baro ta minalonac,ket ti maysa baro gapu iti siac hinampas,0.4337208842891266,[]
Kung makapitong gagantihan si Cain ,no maminpitonto a mabales ni cain,kung makapitong gagantihan ni cain,0.3812704939666063,[]
Tunay na si Lamec ay makapitong pung pito,pudno a ni lamec maminpitopulo a pito,tunay a ni lamec a makapitong pung pito,0.5167514541572409,[]
At nakilalang muli ni Adam ang kaniyang asawa at nanganak ng isang lalake at tinawag ang kaniyang pangalan na Set sapagkat aniyay binigyan ako ng Dios ng ibang anak na kahalili ni Abel sapagkat siyay pinatay ni Cain,ket dinennaan manen ni adan ni asawana ket inyanacna ti maysa a lalaki ket pinanagananna iti set ta kinunana ti dios iniccannac iti sabali a putot a sucat ni abel ta daytoy pinatay ni cain,ket nakilalang moises ni eva ti isu asawana ket naganac ti maysa lalaki ket inayabanna ti isu nagan a set sapagkat aniyay intedna siac ti dios ti ibang israel a nagari ni abel sapagkat isu pinatayna ni cain,0.5326400816712756,[]
At nagkaanak naman si Set ng isang lalake at tinawag ang kaniyang pangalan na Enos,ket ni set casta met a naputot kencuana ti maysa a lalaki ket pinanagananna ti enos,ket pinutotna agtugtugaw ni set ti maysa lalaki ket inayabanna ti isu nagan a enos,0.6393880367256894,[]
Noon ay pinasimulan ng mga tao ang pagtawag sa pangalan ng Panginoon,daytoy ti nangrugian dagiti tattao iti panangawawagda ti nagan ni jehova,noon a nangrugian ti dagiti tao ti beseleel iti pangalan ti jehova,0.5904536775058861,[]
Ito ang aklat ng mga lahi ni Adam,daytoy ti pacabasaan cadagiti caputotan ni adan,daytoy ti libro ti dagiti caputotan ni eva,0.6042587943462249,[]
Nang araw na lalangin ng Dios ang tao sa wangis ng Dios siya nilalang,idi aldaw a pinarsua ti dios ti tao inaramidna a caasping ti dios ,idi aldaw a aramidentayo ti dios ti tao iti pannacaparsuada ti dios isu nilalang,0.5943138601888276,[]
Lalake at babae silang nilalang at silay binasbasan at tinawag na Adam ang kanilang pangalan nang araw na silay lalangin,pinarsuana ida a lalaki ken babai ket binendicionanna ida ket pinanagananna ida ti adan tao idi aldaw a pannacaparsuada,lalake ket babae naammoan nilalang ket silay binasbasan ket tinawag a adam ti isu nagan idi aldaw a maysa lalangin,0.42076503086667616,[]
At nabuhay si Adam ng isang daan at tatlong pung taon at nagkaanak ng isang lalaking kaniyang wangis na hawig sa kaniyang larawan at tinawag ang kaniyang pangalan na Set,ket nagbiag ni adan iti sangagasut ket tallopulo a tawen ket pinutotna ti maysa nga anac a lalaki a caaspingna cas ti ladawanna ket pinanagananna iti set,ket nagbiag ni adam ti maysa pito ket tatlong pung tawen ket pinutotna ti maysa lalaking isu pannacaparsuada a hawig iti isu david ket inayabanna ti isu nagan a set,0.5873528050405348,[]
At ang mga naging araw ni Adam pagkatapos na maipanganak si Set ay walong daang taon at nagkaanak ng mga lalake at mga babae,ket dagiti aldaw ni adan calpasan ti panangputotna ken set walogasut a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket ti dagiti pinutotna aldaw ni eva iti a nagbiag ni aldaw a walong maysa tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.6118800153867077,[]
At ang lahat na araw na ikinabuhay ni Adam ay siyam na raan at tatlong pung taon at siyay namatay,ket ti dagup dagiti aldaw ni adan siam a gasut ket tallopulo a tawen ket calpasanna natay,ket ti amin a maicasiam a ikinabuhay ni eva a gasut a raan ket tatlong pung tawen ket isu namatay,0.4844990315937922,[]
Mga inanak ni Set,putputot ni set,dagiti sem ni aldaw,0.23422904910542147,[]
At nabuhay si Set ng isang daan at limang taon at naging anak niya si Enos,ket nagbiag ni set iti sangagasut ket lima a tawen ket pinutotna ni enos,ket nagbiag ni set ti maysa pito ket nasingpet tawen ket pinutotna anak kencuana ni gasut,0.6143203173501074,[]
At nabuhay si Set pagkatapos na maipanganak si Enos ng walong daan at pitong taon at nagkaanak ng mga lalake at mga babae,ket ni set nagbiag calpasan ti panangputotna ken enos iti walogasut ket pito a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket nagbiag ni aldaw iti a nagbiag ni enos ti walong pito ket pitong tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.6104419573375719,[]
At ang lahat na naging araw ni Set ay siyam na raan at labing dalawang taon at siyay namatay,ket ti dagup dagiti aldaw ni set siam a gasut sangapulo ket dua a tawen ket calpasanna natay,ket ti amin a pinutotna aldaw ni aldaw a gasut a raan ket labing nayon tawen ket isu namatay,0.5190442259629484,[]
At nabuhay si Enos ng siyam na pung taon at naging anak si Cainan,ket nagbiag ni enos iti siam a pulo a tawen ket pinutotna ni cainan,ket nagbiag ni enos ti lima a pung tawen ket pinutotna israel ni cainan,0.7645688177257759,[]
At nabuhay si Enos pagkatapos na maipanganak si Cainan ng walong daan at labing limang taon at nagkaanak ng mga lalake at mga babae,ket ni enos calpasan ti panangputotna ken cainan nagbiag iti walogasut sangapulo ket lima a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket nagbiag ni gasut iti a nagbiag ni cainan ti walong pito ket labing nasingpet tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.5863301404608469,[]
At ang lahat na naging araw ni Enos ay siyam na raan at limang taon at siyay namatay,ket dagup dagiti aldaw ni enos siam a gasut ket lima a tawen ket calpasanna natay,ket ti amin a pinutotna aldaw ni gasut a gasut a raan ket nasingpet tawen ket isu namatay,0.5022467260571679,[]
At nabuhay si Cainan ng pitong pung taon at naging anak si Mahalaleel,ket nagbiag ni cainan iti pitopulo a tawen ket pinutotna ni mahalael,ket nagbiag ni cainan ti pitong pung tawen ket pinutotna israel ni walogasut,0.6923431958666557,[]
At nabuhay si Cainan pagkatapos na maipanganak si Mahalaleel ng walong daan at apat na pung taon at nagkaanak ng mga lalake at mga babae,ket calpasan ti panangputotna ken mahalael nagbiag iti walogasut ket uppat a pulo a tawen ni cainan ket pinutotna dagiti annac a lallaki ken babbai,ket nagbiag ni cainan iti a nagbiag ni mahalaleel ti walong pito ket uppat a pung tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.6326045184676011,[]
At ang lahat na naging araw ni Cainan siyam na raan at sangpung taon at namatay,ket ti dagup dagiti aldaw ni cainan siam a gasut ket sangapulo a tawen ket calpasanna natay,ket ti amin a pinutotna aldaw ni cainan lima a raan ket sangpung tawen ket namatay,0.5534908664730809,[]
At nabuhay si Mahalaleel ng anim na put limang taon at naging anak si Jared,ket nagbiag ni mahalael iti innem a pulo ket lima a tawen ket pinutotna ni jared,ket nagbiag ni mahalaleel ti anim a maysa nasingpet tawen ket pinutotna israel ni jared,0.6755903190757032,[]
At nabuhay si Mahalaleel pagkatapos na maipanganak si Jared ng walong daan at tatlong pung taon at nagkaanak ng mga lalake at mga babae,ket nagbiag ni mahalael calpasan ti panangputotna ken jared iti walogasut ket tallopulo a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket nagbiag ni walogasut iti a nagbiag ni jared ti walong pito ket tatlong pung tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.6031695958582722,[]
At ang lahat na naging araw ni Mahalaleel ay walong daan at siyam na put limang taon at namatay,ket ti dagup dagiti aldaw ni mahalael walogasut siam a pulo ket lima a tawen ket calpasanna natay,ket ti amin a pinutotna aldaw ni walogasut a walong pito ket lima a maysa nasingpet tawen ket namatay,0.5916415201012738,[]
At nabuhay si Jared ng isang daan at anim na put dalawang taon at naging anak si Enoc,ket nagbiag ni jared iti sangagasut innem a pulo ket dua a tawen ket pinutotna ni enoc,ket nagbiag ni jared ti maysa pito ket anim a maysa nayon tawen ket pinutotna israel ni enoc,0.6557789889226686,[]
At nabuhay si Jared pagkatapos na maipanganak si Enoc ng walong daang taon at nagkaanak ng mga lalake at mga babae,ket nagbiag ni jared calpasan ti panangputotna ken enoc iti walogasut a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket nagbiag ni jared iti a nagbiag ni enoc ti walong maysa tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.6215243532233421,[]
At ang lahat na naging araw ni Jared ay siyam na raan at anim na put dalawang taon at namatay,ket ti dagup dagiti aldaw ni jared siam a gasut innem a pulo ket dua a tawen ket calpasanna natay,ket ti amin a pinutotna aldaw ni jared a gasut a raan ket anim a maysa nayon tawen ket namatay,0.5785093378189978,[]
At nabuhay si Enoc na anim na put limang taon at naging anak si Matusalem,ket nagbiag ni enoc iti innem a pulo ket lima a tawen ket pinutotna ni matusalem,ket nagbiag ni enoc a anim a maysa nasingpet tawen ket pinutotna israel ni matusalem,0.7047574700316379,[]
At lumakad si Enoc na kasama ng Dios pagkatapos na maipanganak si Matusalem na tatlong daang taon at nagkaanak ng mga lalake at mga babae,ket ni enoc nakipagna iti dios calpasan ti panangputotna ken matusalem iti tallogasut a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket nakipagna ni enoc a adda ti dios iti a nagbiag ni matusalem a tatlong maysa tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.64220036755787,[]
At ang lahat na naging araw ni Enoc ay tatlong daan at anim na put limang taon,ket ti dagup dagiti aldaw ni enoc tallogasut innem a pulo ket lima a tawen,ket ti amin a pinutotna aldaw ni enoc a tatlong pito ket anim a maysa nasingpet tawen,0.49200960318610204,[]
At lumakad si Enoc na kasama ng Dios at di siya nasumpungan sapagkat kinuha ng Dios,ket nakipagna ni enoc iti dios ket nagawan ta innala ti dios ,ket nakipagna ni enoc a adda ti dios ket innala isu nasumpungan sapagkat innalana ti dios ,0.5665205543584769,[]
At nabuhay si Matusalem ng isang daan at walong put pitong taon at naging anak si Lamec,ket nagbiag ni matusalem iti sangagasut walopulo ket pito a tawen ket pinutotna ni lamec,ket nagbiag ni matusalem ti maysa pito ket walong ribu pitong tawen ket pinutotna israel ni lamec,0.709860033302977,[]
At nabuhay si Matusalem pagkatapos na maipanganak si Lamec ng pitong daan at walong put dalawang taon at nagkaanak ng mga lalake at mga babae,ket nagbiag ni matusalem calpasan ti panangputotna ken lamec iti pitogasut walopulo ket dua a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket nagbiag ni matusalem iti a nagbiag ni lamec ti pitong pito ket walong ribu nayon tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.6364205974909405,[]
At ang lahat na naging araw ni Matusalem ay siyam na raan at anim na put siyam na taon at siyay namatay,ket ti dagup dagiti aldaw ni matusalem siam a gasut innem a pulo ket siam a tawen ket calpasanna natay,ket ti amin a pinutotna aldaw ni matusalem a gasut a raan ket anim a maysa lima a taon ket isu namatay,0.5774495916996611,[]
At nabuhay si Lamec ng isang daan at walong put dalawang taon at nagkaanak ng isang lalake,ket nagbiag ni lamec iti sangagasut walopulo ket dua a tawen ket pinutotna ti maysa nga anac a lalaki,ket nagbiag ni lamec ti maysa pito ket walong ribu nayon tawen ket pinutotna ti maysa lalaki,0.6803494232698132,[]
At tinawag ang kaniyang pangalan na Noe na sinabi Ito nga ang aaliw sa atin tungkol sa ating gawa at sa pinagpagalan ng ating mga kamay dahil sa lupang sinumpa ng Panginoon,ket pinanagananna iti noe a cunana daytoy liwliwaennatayto cadagiti aramidtayo ken cadagiti ututoy dagiti imimatayo maipuon iti daga nga inlunod ni jehova,ket inayabanna ti isu nagan a noe a sinabi ito nga ti ut iti cadatayo tungkol iti aramidentayo aramid ket iti pinagpagalan ti aramidentayo dagiti ima gapu iti nacayanacam inlunod ti jehova,0.48659485356935056,[]
At nabuhay si Lamec pagkatapos na maipanganak si Noe ng limang daan at siyam na put limang taon at nagkaanak ng mga lalake at mga babae,ket nagbiag ni lamec calpasan ti panangputotna ken noe iti limagasut siam a pulo ket lima a tawen ket pinutotna dagiti annac a lallaki ken babbai,ket nagbiag ni lamec iti a nagbiag ni noe ti nasingpet pito ket lima a maysa nasingpet tawen ket pinutotna ti dagiti lalaki ket dagiti babai,0.6223003579285847,[]
At ang lahat na naging araw ni Lamec ay pitong daan at pitong put pitong taon at namatay,ket ti dagup dagiti aldaw ni lamec pitogasut pitopulo ket pito a tawen ket calpasanna natay,ket ti amin a pinutotna aldaw ni lamec a pitong pito ket pitong ribu pitong tawen ket namatay,0.5970989095889719,[]
At si Noe ay may limang daang taon at naging anak ni Noe si Sem si Cham at si Japhet,ket nagtawen ni noe iti limagasut a tawen ket ni noe pinutotna ni sem ni cam ken ni jafet,ket ni noe a sangapulo nasingpet maysa tawen ket pinutotna israel ni noe ni sem ni cam ket ni jafet,0.6691579012218897,[]
At nangyari nang magpasimula na dumami ang mga tao sa balat ng lupa at mangagkaanak ng mga babae,ket napasamac nga idi nangrugi dagiti tao nga agadu iti rabaw ti daga ken nayanac cadacuada dagiti babbai,ket nangyari idi nangrugi a dumami ti dagiti tao iti cudil ti daga ket mangagkaanak ti dagiti babai,0.5819976598537715,[]
Na nakita ng mga anak ng Dios na magaganda ang mga anak na babae ng mga tao at silay nangagsikuha ng kanikaniyang asawa sa lahat ng kanilang pinili,nga idi dagiti lallaki nga annac ti dios nakitada ti kinapintas dagiti babbai nga annac dagiti tattao pimmilida cadacuada dagiti kinayatda nga asawaenda,a nakitana ti dagiti maysa ti dios a magaganda ti dagiti maysa a sangitanyo ti dagiti tao ket silay nangagsikuha ti kanikaniyang asawana iti amin ti isu tinali,0.444747999055983,[]
At sinabi ng Panginoon Ang aking Espiritu ay hindi makikipagpunyagi sa tao magpakailan man sapagkat siya may laman gayon may magiging isang daan at dalawang pung taon ang kaniyang mga araw,ket kinuna ni jehova ti espirituc saanto a cancanayon a mangbabalaw iti tao ta isu ngarud linalasag nupay casta dagitinto aldawna sangagasut ket duapulo a tawen,ket kinunana ti jehova ti isu espiritu a saan makikipagpunyagi iti tao agnanayon man adda isu may nupay gayon may aldawna maysa pito ket nayon purpura tawen ti isu dagiti aldaw,0.5261644417356623,[]
Ang mga higante ay nasa lupa ng mga araw na yaon at pagkatapos din naman na makasiping ang mga anak ng Dios sa mga anak na babae ng tao at mangagkaanak sila sa kanila ang mga ito rin ang naging makapangyarihan nang unang panahon na mga lalaking bantog,adda cadagidi nga aldaw dagiti gigante iti daga ket casta met iti calpassanna ta idi simrec dagiti lallaki nga annac ti dios cadagiti babbai nga annac dagiti tatao ket nagputotda cadagiti annac dagitoy isuda idi dagiti mannacabalin a tattao nga adda idi ugma dagiti lallaki a nagdindinamag,ti dagiti gat a iti lupa ti dagiti aldaw a naimbag ket iti din simrec a makasiping ti dagiti maysa ti dios iti dagiti maysa a sangitanyo ti tao ket mangagkaanak ida iti cadacuada ti dagiti daytoy rin ti pinutotna maingel idi umuna tiempo a dagiti lalaking naganna,0.5234208148805556,[]
At nakita ng Panginoon na mabigat ang kasamaan ng tao sa lupa at ang buong haka ng mga pagiisip ng kaniyang puso ay pawang masama lamang na parati,ket nakita ni jehova nga ti kinadakes ti tao dackel iti daga ken amin nga arapaap dagiti panunot ti pusona dakes la a cancanayon,ket nakitana ti jehova a mabigat ti kinadakes ti tao iti daga ket ti amin darepdep ti dagiti pagiisip ti isu pusona a pawang dakes amin a parati,0.6012011959224751,[]
At nagsisi ang Panginoon na kaniyang nilalang ang tao sa lupa at nalumbay sa kaniyang puso,ket napaladingit ni jehova iti pinangaramidna iti tao iti daga ket napasennaay ti pusona,ket napaladingit ti jehova a isu aramid ti tao iti daga ket nalumbay iti isu pusona,0.7052139204138328,[]
At sinabi ng Panginoon Lilipulin ko ang tao na aking nilalang sa ibabaw ng lupa ang tao at gayon din ang hayop at ang mga umuusad at ang mga ibon sa himpapawid sapagkat pinagsisisihan ko na aking nilalang sila,ket kinuna ni jehova pucawecto iti langa ti daga ti tao a pinarsuac tao man ken animal ken dagiti agcarcarayam ken dagiti tumatayab cadagiti langit ta naladingitac a nangaramid cadacuada,ket kinunana ti jehova lilipulin ko ti tao a isu aramid iti ibabaw ti daga ti tao ket gayon din ti an ket ti dagiti macarugit ket ti dagiti tumatayab iti amin sapagkat pinagsisisihan ko a isu aramid ida,0.5091107486349419,[]
Datapuwat si Noe ay nakasumpong ng biyaya sa mga mata ng Panginoon,ngem ni noe nasaracanna ti parabur cadagiti mata ni jehova,datapuwat ni noe a parabur ti mata iti dagiti mata ti jehova,0.5985863420348551,[]
Si Noe at ang kaniyang mga anak,ni noe ken dagiti annacna a lallaki,ni noe ket ti isu dagiti israel,0.43945534616581416,[]
Ito ang mga lahi ni Noe,dagitoy dagiti caputotan ni noe,daytoy ti dagiti caputotan ni noe,0.8123496892324695,[]
Si Noe ay lalaking matuwid at sakdal noong kapanahunan niya si Noe ay lumalakad na kasama ng Dios,ni noe isu idi lalaki a nalinteg ken naananay cadagiti caputotanna nakipagna ni noe iti dios,ni noe a lalaking aramid ket sakdal noong naananay kencuana ni noe a lumalakad a adda ti dios,0.4746985913632108,[]
At nagkaanak si Noe ng tatlong lalake si Sem si Cham at si Japhet,ket pinutot ni noe ti tallo nga annac a lallaki ni sem ni cam ken ni jafet,ket pinutotna ni noe ti tatlong makicaidda ni sem ni cam ket ni jafet,0.6774045324550488,[]
At sumama ang lupa sa harap ng Dios at ang lupa ay napuno ng karahasan,ket nagdakes ti daga iti sangoanan ti dios ket napno ti daga iti ranggas,ket caniac ti daga iti harap ti dios ket ti daga a pinunnona ti karahasan,0.5554149181705991,[]
At tiningnan ng Dios ang lupa at narito sumama sapagkat pinasama ng lahat ng tao ang kanilang paglakad sa ibabaw ng lupa,ket nakita ti dios iti daga ket adtoy ti dakes ta amin a lasag pinadakesda ti dalanda iti rabaw ti daga ,ket nakita ti dios ti daga ket narito sumama sapagkat pinasama ti lahat ti tao ti isu paglakad iti ibabaw ti daga ,0.5533446361068078,[]
Si Noe ay pinagawa ng Daong,naibilin a ni noe aramidenna ti maysa a daong,ni noe a pinagawa ti daong,0.30943555588016375,[]
At sinabi ng Dios kay Noe Ang wakas ng lahat ng tao ay dumating sa harap ko sapagkat ang lupa ay napuno ng karahasan dahil sa kanila at narito silay aking lilipuling kalakip ng lupa,ket kinuna ti dios ken noe ti panungpalan ti amin a lasag dumtengen iti imatangco ta ti daga napno ti ranggas gapu cadacuada ket adtoy dadaelecto ida a maicanunong iti daga ,ket kinunana ti dios kay noe ti agbanagto ti lahat ti tao a immay iti sangom ko sapagkat ti daga a pinunnona ti karahasan gapu iti cadacuada ket narito innalana isu lilipuling sacrificio ti daga ,0.5088252889835622,[]
Gumawa ka ng isang sasakyang kahoy na gofer gagawa ka ng mga silid sa sasakyan at iyong sisiksikan sa loob at sa labas ng sahing,agaramidca iti maysa a daong a cayo ti cedro agaramidcanto cadagiti silsilid iti daong ket betunamto ti uneg ken ti ruar iti galagala,nangaramid jehova ti maysa sasakyang cayo a gofer mangaramidcanto jehova ti dagiti siled iti daong ket iyong sisiksikan iti mapakigtotda ket iti labas ti sahing,0.49515718908495004,[]
At ganitong paraan gagawin mo tatlong daang siko ang haba ng sasakyan limang pung siko ang luwang at tatlong pung siko ang taas,ket castoy ti panagaramidmonto tallogasut a sico ti caatiddug ti daong limapulo a sico ti caacabana ket tallopulo a sico ti cangatona,ket ganitong david paglangalangecto annac tatlong maysa sico ti caatiddugna ti daong nasingpet purpura sico ti maysa ket tatlong pung sico ti catayagna,0.4904197871612726,[]
Gagawa ka ng isang durungawan sa sasakyan at wawakasan mo ng isang siko sa dakong itaas at ang pintuan ng sasakyan ay ilalagay mo sa tagiliran gagawin mong may lapag na lalong mababa pangalawa at pangatlo,mangaramidcanto iti maysa a panglawag iti daong ket mangitiddacanto iti maysa a sico iti ngato ket ti ruangan ti daong icabilmonto iti bacrangna ket aramidemto ti tallo a cadsaaran kencuana maysa iti baba iti tengnga ken iti ngato ,mangaramidcanto jehova ti maysa kimmita iti daong ket mangitiddacanto annac ti maysa sico iti dakong ubbog ket ti ruangan ti daong a jehova annac iti agsumbangir paglangalangecto diosmo sangapulo lapag a lalong mababa baba ket pangatlo,0.5968941184384097,[]
At ako narito akoy magpapadagsa ng isang baha ng tubig sa ibabaw ng lupa upang lipulin sa silong ng langit ang lahat ng laman na may hininga ng buhay ang lahat na nasa lupa ay mangamamatay,ket adtoy siac paglayusec ti danum iti rabaw ti daga tapno mangpucaw iti amin a lasag nga addaan anges ti biag iti baba ti langit amin nga adda iti daga matayto,ket siac adtoy siac magpapadagsa ti maysa layus ti danum iti ibabaw ti daga tapno ibusenna iti silong ti langit ti amin ti lasag a maysa adda ti napasardeng ti amin a iti lupa a mangamamatay,0.5933348967814821,[]
Datapuwat pagtitibayin ko ang aking tipan sa iyo at ikaw ay lululan sa sasakyan ikaw at ang iyong mga anak na lalake at ang iyong asawa at ang mga asawa ng iyong mga anak na kasama mo,ngem siac bangonecto ti tulagco kenca ket sumreccanto iti daong sica ken dagiti annacmo a lallaki ken ti asawam ken dagiti assawa dagiti annacmo a lallaki a maicuyog kenca ,datapuwat pagtitibayin ko ti isu adda iti kenca ket sica a lululan iti daong sica ket ti iyong dagiti israel a lalake ket ti iyong asawana ket ti dagiti asawana ti iyong dagiti israel a adda annac,0.4741004219509253,[]
At sa bawat nangabubuhay sa lahat ng laman ay maglululan ka sa loob ng sasakyan ng dalawa sa bawat uri upang maingatan silang buhay na kasama mo lalake at babae ang kinakailangan,ket iti amin nga lasag nga addaan biag dua iti tumunggal maysa a kita ipastrecmonto iti daong tapno aluadam ida a sibibiag agraman kenca isudanto lalaki ken babai,ket iti tunggal nangabubuhay iti amin ti lasag a tumunggal jehova iti loob ti sasakyan ti dua iti tunggal uri tapno maingatan naammoan napasardeng a adda annac lalake ket sangitanyo ti umanay,0.43451938138291385,[]
Sa mga ibon ayon sa kanikanilang uri at sa mga hayop ayon sa kanikanilang uri sa bawat nagsisiusad ayon sa kanikanilang uri dalawa sa bawat uri ay isasama mo sa iyo upang maingatan silang buhay,cadagiti tumatayab a mayalubog iti cakitada ken cadagiti ananimal a mayalubog iti cakitada ken cadagiti amin nga agayayam a mayalubog iti cakitada dua iti tumunggal maysa a kita ipastrecmonto tapno aluadam nga agbiagda,iti dagiti tumatayab ayon iti kanikanilang uri ket iti dagiti an ayon iti kanikanilang uri iti tunggal cadacayo ayon iti kanikanilang uri dalawa iti tunggal uri a isasama annac iti kenca tapno maingatan naammoan napasardeng,0.4077072606254102,[]
At magbaon ka ng lahat na pagkain na kinakain at imbakin mo sa iyo at magiging pagkain mo at nila,ket sica mangalaca ti amin a taraon a macan ket ummongem kenca ket agpaayto a taraonmo ken maipaay cadacuada,ket magbaon jehova ti amin a pagkain a kinakain ket imbakin annac iti kenca ket magiging canen annac ket nila,0.4048330151575556,[]
Gayon ginawa ni Noe ayon sa lahat na iniutos sa kaniya ng Dios ay gayon ang ginawa niya,casta ti inaramid ni noe cas mayanatup iti amin nga imbilin ti dios kencuana casta ti inaramidna,gayon inaramidna ni noe ayon iti amin a imbilinna iti kencuana ti dios a casta ti inaramidco kencuana ,0.7029107516758231,[]
Wrong,wrong,wrong,1.0,[]
At sinabi ng Panginoon kay Noe Lumulan ka at ang iyong buong sangbahayan sa sasakyan sapagkat ikaw ay aking nakitang matuwid sa harap ko sa panahong ito,ti iseserrec iti daong,ket kinunana ti jehova kay noe nagtawen jehova ket ti iyong buong inyegda iti daong adda sica a isu nakitang matuwid iti sangom ko iti panahong daytoy,0.0828227908401814,[]
Sa bawat malinis na hayop ay kukuha ka ng tigpipito ng lalake at ng kaniyang babae at sa mga hayop na hindi malinis ay dalawa ng lalake at ng kaniyang babae,dumanon ti layus,iti tunggal nadalus a an a pacailasinan jehova ti tigpipito ti lalaki ket ti isu babai ket iti dagiti an a saan nadalus a dalawa ti lalaki ket ti isu babai ,0.03919067152827106,[]
Gayon din naman sa mga ibon sa himpapawid tigpipito ng lalake at ng babae upang ingatang binhing buhay sa ibabaw ng buong lupa,ket ni jehova kinunana ken noe sumrecca ken amin a cabbalaymo iti daong ta nakitaca a nalinteg iti sangoanac itoy a caputotan,gayon din agtugtugaw iti dagiti tumatayab iti amin tigpipito ti lalaki ket ti babai tapno ingatang binhing napasardeng iti ibabaw ti buong daga,0.2646250196781043,[]
Sapagkat pitong araw pa at pauulanan ko na ang ibabaw ng lupa ng apat na pung araw at apat na pung gabi at aking lilipulin ang lahat ng may buhay na aking nilikha sa balat ng lupa,iti amin nga animal a nadalus mangalacanto iti sinagpipito ti calakian ken ti cabaiyanna ket cadagiti animal a saan a nadalus dua ti calakian ken ti cabaiyanna ,sapagkat pitong aldaw pay ket pauulanan ima a ti rabawna ti lupa ti uppat a pung aldaw ket uppat a pung rabii ket isu dadaelennanto ti amin ti sangapulo napasardeng a isu pinarsuana iti cudil ti lupa ,0.3140065570446841,[]
At ginawa ni Noe ayon sa lahat na iniutos sa kaniya ng Panginoon,casta met cadagiti tumatayab cadagiti langit sinagpipito cawitan ken upa tapno mabatida a sibibiag nga agputot iti rabaw ti amin a daga,ket inaramidna ni noe ayon iti amin a imbilinna iti kencuana ti jehova,0.15650547723072375,[]
Pagsakay sa Daong,ta apaman a mapalabes ti pito nga aldaw siac pagtudoecto iti rabaw ti daga cadagiti uppat a pulo nga aldaw ken uppat a pulo a rabii ket ti amin a nabiag nga inaramidco pucawecto iti langa ti daga ,pagsakay iti daong,2.39912360886522e-05,[]
At may anim na raang taon si Noe nang ang baha ng tubig ay dumagsa sa ibabaw ng lupa,ket inaramid ni noe cas mayanatup iti amin nga imbilin ni jehova kencuana,ket may anim a nangibarikesda tawen ni noe idi ti layus ti danum a naggundaway iti ibabaw ti daga,0.25460653564629177,[]
At lumulan sa sasakyan si Noe at ang kaniyang mga anak at ang kaniyang asawa at ang mga asawa ng kaniyang mga anak dahil sa tubig ng baha,ket nagtawen ni noe iti innem a gasut idi adda ti layus dagiti danum iti rabaw ti daga,ket nagtawen iti daong ni noe ket ti isu dagiti israel ket ti isu asawana ket ti dagiti asawana ti isu dagiti israel gapu iti danum ti layus,0.42731785531771294,[]
Sa mga hayop na malinis at sa mga hayop na hindi malinis at sa mga ibon at sa bawat umuusad sa ibabaw ng lupa,ket simrec ni noe ken dagiti annacna a lallaki ken ti asawana ken dagiti assawa dagiti annacna a naicuyug kencuana iti daong a maipoon cadagiti dandanum ti layus,iti dagiti an a nadalus ket iti dagiti an a hindi nadalus ket iti dagiti tumatayab ket iti tunggal aguy iti ibabaw ti daga,0.34469669693859634,[]
Ay dalawat dalawang dumating kay Noe sa sasakyan na lalake at babae ayon sa iniutos ng Dios kay Noe,cadagiti ananimal a nadalus ken cadagiti saan a nadalus nga animal ken cadagiti tumatayab ken amin nga aguyuyas iti rabaw ti daga,a an nayon dumating elias noe iti sasakyan a lalake ket babae ayon iti jehova ti dios kay noe ,0.23443196152442183,[]
Pagbuhos ng Baha,sinagduduada a simrec ken noe iti daong lalaki ken babai cas imbilin ti dios ken noe ,sinagduduada ti layus,0.036416468392278974,[]
At nangyari na pagkaraan ng pitong araw na ang tubig ng baha ay umapaw sa ibabaw ng lupa,ket naaramid nga idi nalpas ti pito nga aldaw dagiti danum ti layus addada idi iti rabaw ti daga,ket nangyari a calpasan ti pitong aldaw a ti danum ti layus a addada iti ibabaw ti daga,0.6596813919210274,[]
Sa ikaanim na raang taon ng buhay ni Noe nang ikalawang buwan sa ikalabing pitong araw ng buwan nang araw ding yaon ay nangasira ang lahat ng bukal ng lubhang kalaliman at ang mga durungawan ng langit ay nabuksan,iti maicanem a gasut a tawen ti panagbiag ni noe iti maicadua a bulan iti maicasangapulo ket pito nga aldaw ti bulan idi met laeng nga aldaw naglucat dagiti amin nga ubbog iti dackel a yuyeng ket dagiti langit naluctanda,iti maicanem a gasut tawen ti napasardeng ni noe idi maicadua bulan iti maicasangapulo pitong aldaw ti bulan idi araw ding tiempo a met ti amin ti bukal ti lubhang taaw ket ti dagiti durungawan ti langit a langit ,0.6701605777779674,[]
